content,score,at,case_folding,cleaning,tokenization,stopword_removal,stemming,clean_review,sentiment
"Sumpah ngeselin banget nih Aplikasi, udah dia pembayaran nya motong saldo dana otomatis, trus giliran udah dibayar malah gak bisa nonton, padahal jaringan wifi ataupun data seluler aman jaya, tapi kenapa dibuat nonton cuma muter terus???? Gimana sih ini apknya, udah langganan masih aja suka error. iya nyebelin banget suer tolong di perbaikin jangan suka motong saldo otomatis lahh",1,2026-05-04 00:14:00,"sumpah ngeselin banget nih aplikasi, udah dia pembayaran nya motong saldo dana otomatis, trus giliran udah dibayar malah gak bisa nonton, padahal jaringan wifi ataupun data seluler aman jaya, tapi kenapa dibuat nonton cuma muter terus???? gimana sih ini apknya, udah langganan masih aja suka error. iya nyebelin banget suer tolong di perbaikin jangan suka motong saldo otomatis lahh",sumpah ngeselin banget nih aplikasi udah dia pembayaran nya motong saldo dana otomatis trus giliran udah dibayar malah gak bisa nonton padahal jaringan wifi ataupun data seluler aman jaya tapi kenapa dibuat nonton cuma muter terus gimana sih ini apknya udah langganan masih aja suka error iya nyebelin banget suer tolong di perbaikin jangan suka motong saldo otomatis lahh,"['sumpah', 'ngeselin', 'banget', 'nih', 'aplikasi', 'udah', 'dia', 'pembayaran', 'nya', 'motong', 'saldo', 'dana', 'otomatis', 'trus', 'giliran', 'udah', 'dibayar', 'malah', 'gak', 'bisa', 'nonton', 'padahal', 'jaringan', 'wifi', 'ataupun', 'data', 'seluler', 'aman', 'jaya', 'tapi', 'kenapa', 'dibuat', 'nonton', 'cuma', 'muter', 'terus', 'gimana', 'sih', 'ini', 'apknya', 'udah', 'langganan', 'masih', 'aja', 'suka', 'error', 'iya', 'nyebelin', 'banget', 'suer', 'tolong', 'di', 'perbaikin', 'jangan', 'suka', 'motong', 'saldo', 'otomatis', 'lahh']","['sumpah', 'ngeselin', 'banget', 'nih', 'aplikasi', 'udah', 'pembayaran', 'nya', 'motong', 'saldo', 'dana', 'otomatis', 'trus', 'giliran', 'udah', 'dibayar', 'gak', 'nonton', 'jaringan', 'wifi', 'data', 'seluler', 'aman', 'jaya', 'nonton', 'muter', 'gimana', 'sih', 'apknya', 'udah', 'langganan', 'aja', 'suka', 'error', 'iya', 'nyebelin', 'banget', 'suer', 'tolong', 'perbaikin', 'suka', 'motong', 'saldo', 'otomatis', 'lahh']","['sumpah', 'ngeselin', 'banget', 'nih', 'aplikasi', 'udah', 'bayar', 'nya', 'motong', 'saldo', 'dana', 'otomatis', 'trus', 'gilir', 'udah', 'bayar', 'gak', 'nonton', 'jaring', 'wifi', 'data', 'seluler', 'aman', 'jaya', 'nonton', 'muter', 'gimana', 'sih', 'apknya', 'udah', 'langgan', 'aja', 'suka', 'error', 'iya', 'nyebelin', 'banget', 'suer', 'tolong', 'perbaikin', 'suka', 'motong', 'saldo', 'otomatis', 'lahh']",sumpah ngeselin banget nih aplikasi udah bayar nya motong saldo dana otomatis trus gilir udah bayar gak nonton jaring wifi data seluler aman jaya nonton muter gimana sih apknya udah langgan aja suka error iya nyebelin banget suer tolong perbaikin suka motong saldo otomatis lahh,Netral
"apk ga jelas, dana gua tiba"" terpotong sendiri, seharusnya ada notif apakah anda ingin bayar bulanan atau tidak, inihmah tiba"" kepotong sendiri aja, manah dana gua tinggal dikit lagi.",3,2026-05-03 23:56:35,"apk ga jelas, dana gua tiba"" terpotong sendiri, seharusnya ada notif apakah anda ingin bayar bulanan atau tidak, inihmah tiba"" kepotong sendiri aja, manah dana gua tinggal dikit lagi.",apk ga jelas dana gua tiba terpotong sendiri seharusnya ada notif apakah anda ingin bayar bulanan atau tidak inihmah tiba kepotong sendiri aja manah dana gua tinggal dikit lagi,"['apk', 'ga', 'jelas', 'dana', 'gua', 'tiba', 'terpotong', 'sendiri', 'seharusnya', 'ada', 'notif', 'apakah', 'anda', 'ingin', 'bayar', 'bulanan', 'atau', 'tidak', 'inihmah', 'tiba', 'kepotong', 'sendiri', 'aja', 'manah', 'dana', 'gua', 'tinggal', 'dikit', 'lagi']","['apk', 'ga', 'dana', 'gua', 'terpotong', 'notif', 'bayar', 'bulanan', 'inihmah', 'kepotong', 'aja', 'manah', 'dana', 'gua', 'tinggal', 'dikit']","['apk', 'ga', 'dana', 'gua', 'potong', 'notif', 'bayar', 'bulan', 'inihmah', 'potong', 'aja', 'manah', 'dana', 'gua', 'tinggal', 'dikit']",apk ga dana gua potong notif bayar bulan inihmah potong aja manah dana gua tinggal dikit,Netral
Luar biasa,5,2026-05-03 22:03:11,luar biasa,luar biasa,"['luar', 'biasa']",[],[],,Netral
"saya baru download, semoga tdk ada kendala dan gk bnyk iklan nya",5,2026-05-03 22:02:27,"saya baru download, semoga tdk ada kendala dan gk bnyk iklan nya",saya baru download semoga tdk ada kendala dan gk bnyk iklan nya,"['saya', 'baru', 'download', 'semoga', 'tdk', 'ada', 'kendala', 'dan', 'gk', 'bnyk', 'iklan', 'nya']","['download', 'semoga', 'tdk', 'kendala', 'gk', 'bnyk', 'iklan', 'nya']","['download', 'moga', 'tdk', 'kendala', 'gk', 'bnyk', 'iklan', 'nya']",download moga tdk kendala gk bnyk iklan nya,Netral
"padahal udh beli paket nonton nya,malh nggk bisa,udah masuk nya di suruh keluar masuk keluar masuk,nggk jelas",1,2026-05-03 21:56:35,"padahal udh beli paket nonton nya,malh nggk bisa,udah masuk nya di suruh keluar masuk keluar masuk,nggk jelas",padahal udh beli paket nonton nyamalh nggk bisaudah masuk nya di suruh keluar masuk keluar masuknggk jelas,"['padahal', 'udh', 'beli', 'paket', 'nonton', 'nyamalh', 'nggk', 'bisaudah', 'masuk', 'nya', 'di', 'suruh', 'keluar', 'masuk', 'keluar', 'masuknggk', 'jelas']","['udh', 'beli', 'paket', 'nonton', 'nyamalh', 'nggk', 'bisaudah', 'masuk', 'nya', 'suruh', 'masuk', 'masuknggk']","['udh', 'beli', 'paket', 'nonton', 'nyamalh', 'nggk', 'bisaudah', 'masuk', 'nya', 'suruh', 'masuk', 'masuknggk']",udh beli paket nonton nyamalh nggk bisaudah masuk nya suruh masuk masuknggk,Netral
"aneh, padahal jaringan wifi sudah kenceng, sinyal stabil, di pakai aplikasi lain yang lebih berat bisa. tapi kenapa pas mau nonton netflix malah loading terus, lama lagi loading nya",1,2026-05-03 20:45:02,"aneh, padahal jaringan wifi sudah kenceng, sinyal stabil, di pakai aplikasi lain yang lebih berat bisa. tapi kenapa pas mau nonton netflix malah loading terus, lama lagi loading nya",aneh padahal jaringan wifi sudah kenceng sinyal stabil di pakai aplikasi lain yang lebih berat bisa tapi kenapa pas mau nonton netflix malah loading terus lama lagi loading nya,"['aneh', 'padahal', 'jaringan', 'wifi', 'sudah', 'kenceng', 'sinyal', 'stabil', 'di', 'pakai', 'aplikasi', 'lain', 'yang', 'lebih', 'berat', 'bisa', 'tapi', 'kenapa', 'pas', 'mau', 'nonton', 'netflix', 'malah', 'loading', 'terus', 'lama', 'lagi', 'loading', 'nya']","['aneh', 'jaringan', 'wifi', 'kenceng', 'sinyal', 'stabil', 'pakai', 'aplikasi', 'berat', 'pas', 'nonton', 'netflix', 'loading', 'loading', 'nya']","['aneh', 'jaring', 'wifi', 'kenceng', 'sinyal', 'stabil', 'pakai', 'aplikasi', 'berat', 'pas', 'nonton', 'netflix', 'loading', 'loading', 'nya']",aneh jaring wifi kenceng sinyal stabil pakai aplikasi berat pas nonton netflix loading loading nya,Netral
untuk saat ini aman,5,2026-05-03 20:09:35,untuk saat ini aman,untuk saat ini aman,"['untuk', 'saat', 'ini', 'aman']",['aman'],['aman'],aman,Netral
ɢᴀᴋ ʙɪsᴀ ᴍᴀsᴜᴋ 😿,1,2026-05-03 20:00:10,ɢᴀᴋ ʙɪsᴀ ᴍᴀsᴜᴋ 😿,s s,"['s', 's']","['s', 's']","['s', 's']",s s,Netral
best of the best,5,2026-05-03 19:22:37,best of the best,best of the best,"['best', 'of', 'the', 'best']","['best', 'of', 'the', 'best']","['best', 'of', 'the', 'best']",best of the best,Positif
"muter terussssssssss tolong perbaiki kualitasnya, sayang udah bayar ga bisa nonton",1,2026-05-03 19:07:17,"muter terussssssssss tolong perbaiki kualitasnya, sayang udah bayar ga bisa nonton",muter terussssssssss tolong perbaiki kualitasnya sayang udah bayar ga bisa nonton,"['muter', 'terussssssssss', 'tolong', 'perbaiki', 'kualitasnya', 'sayang', 'udah', 'bayar', 'ga', 'bisa', 'nonton']","['muter', 'terussssssssss', 'tolong', 'perbaiki', 'kualitasnya', 'sayang', 'udah', 'bayar', 'ga', 'nonton']","['muter', 'terussssssssss', 'tolong', 'baik', 'kualitas', 'sayang', 'udah', 'bayar', 'ga', 'nonton']",muter terussssssssss tolong baik kualitas sayang udah bayar ga nonton,Netral
"kenapa sekarang kwalitas video nya jelek banget, mana berbayar tiap bulannya. ngeselin",2,2026-05-03 16:09:49,"kenapa sekarang kwalitas video nya jelek banget, mana berbayar tiap bulannya. ngeselin",kenapa sekarang kwalitas video nya jelek banget mana berbayar tiap bulannya ngeselin,"['kenapa', 'sekarang', 'kwalitas', 'video', 'nya', 'jelek', 'banget', 'mana', 'berbayar', 'tiap', 'bulannya', 'ngeselin']","['kwalitas', 'video', 'nya', 'jelek', 'banget', 'berbayar', 'bulannya', 'ngeselin']","['kwalitas', 'video', 'nya', 'jelek', 'banget', 'bayar', 'bulan', 'ngeselin']",kwalitas video nya jelek banget bayar bulan ngeselin,Netral
"tolong kembalikan dana saya,padahal saya sudah berhenti langganan tapi dana saya ketarik 🙏",1,2026-05-03 13:28:34,"tolong kembalikan dana saya,padahal saya sudah berhenti langganan tapi dana saya ketarik 🙏",tolong kembalikan dana sayapadahal saya sudah berhenti langganan tapi dana saya ketarik,"['tolong', 'kembalikan', 'dana', 'sayapadahal', 'saya', 'sudah', 'berhenti', 'langganan', 'tapi', 'dana', 'saya', 'ketarik']","['tolong', 'kembalikan', 'dana', 'sayapadahal', 'berhenti', 'langganan', 'dana', 'ketarik']","['tolong', 'kembali', 'dana', 'sayapadahal', 'henti', 'langgan', 'dana', 'tarik']",tolong kembali dana sayapadahal henti langgan dana tarik,Netral
Cocokb but nonto film,5,2026-05-03 13:15:06,cocokb but nonto film,cocokb but nonto film,"['cocokb', 'but', 'nonto', 'film']","['cocokb', 'but', 'nonto', 'film']","['cocokb', 'but', 'nonto', 'film']",cocokb but nonto film,Netral
bagus,5,2026-05-03 12:57:57,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus,Netral
udah bayar di hp gue film nya gk lengkap,1,2026-05-03 12:50:00,udah bayar di hp gue film nya gk lengkap,udah bayar di hp gue film nya gk lengkap,"['udah', 'bayar', 'di', 'hp', 'gue', 'film', 'nya', 'gk', 'lengkap']","['udah', 'bayar', 'hp', 'gue', 'film', 'nya', 'gk', 'lengkap']","['udah', 'bayar', 'hp', 'gue', 'film', 'nya', 'gk', 'lengkap']",udah bayar hp gue film nya gk lengkap,Netral
sangat bagus,5,2026-05-03 12:19:27,sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],['bagus'],bagus,Netral
Koleksi film dan series-nya paling lengkap. Kualitas 4K-nya benar-benar memanjakan mata.,5,2026-05-03 10:30:09,koleksi film dan series-nya paling lengkap. kualitas 4k-nya benar-benar memanjakan mata.,koleksi film dan seriesnya paling lengkap kualitas knya benarbenar memanjakan mata,"['koleksi', 'film', 'dan', 'seriesnya', 'paling', 'lengkap', 'kualitas', 'knya', 'benarbenar', 'memanjakan', 'mata']","['koleksi', 'film', 'seriesnya', 'lengkap', 'kualitas', 'knya', 'benarbenar', 'memanjakan', 'mata']","['koleksi', 'film', 'seriesnya', 'lengkap', 'kualitas', 'knya', 'benarbenar', 'manja', 'mata']",koleksi film seriesnya lengkap kualitas knya benarbenar manja mata,Netral
"aplikasi apa ini , semacam rampok saja memotong tanpa konfirmasi ...baik baik dong kalau mau potong langganan konfirmasi dahulu .main potong uang orang aja ini .parah bed.di tontong kaga di potong iya ..parah parah",1,2026-05-03 09:43:08,"aplikasi apa ini , semacam rampok saja memotong tanpa konfirmasi ...baik baik dong kalau mau potong langganan konfirmasi dahulu .main potong uang orang aja ini .parah bed.di tontong kaga di potong iya ..parah parah",aplikasi apa ini semacam rampok saja memotong tanpa konfirmasi baik baik dong kalau mau potong langganan konfirmasi dahulu main potong uang orang aja ini parah beddi tontong kaga di potong iya parah parah,"['aplikasi', 'apa', 'ini', 'semacam', 'rampok', 'saja', 'memotong', 'tanpa', 'konfirmasi', 'baik', 'baik', 'dong', 'kalau', 'mau', 'potong', 'langganan', 'konfirmasi', 'dahulu', 'main', 'potong', 'uang', 'orang', 'aja', 'ini', 'parah', 'beddi', 'tontong', 'kaga', 'di', 'potong', 'iya', 'parah', 'parah']","['aplikasi', 'rampok', 'memotong', 'konfirmasi', 'potong', 'langganan', 'konfirmasi', 'main', 'potong', 'uang', 'orang', 'aja', 'parah', 'beddi', 'tontong', 'kaga', 'potong', 'iya', 'parah', 'parah']","['aplikasi', 'rampok', 'potong', 'konfirmasi', 'potong', 'langgan', 'konfirmasi', 'main', 'potong', 'uang', 'orang', 'aja', 'parah', 'beddi', 'tontong', 'kaga', 'potong', 'iya', 'parah', 'parah']",aplikasi rampok potong konfirmasi potong langgan konfirmasi main potong uang orang aja parah beddi tontong kaga potong iya parah parah,Positif
oil apalah gua udah bayar tapi tidak login ke akun sendiri padahal gua mau nonton ajir admin kalau tidak bisa balikin uang gua aja,1,2026-05-03 09:07:04,oil apalah gua udah bayar tapi tidak login ke akun sendiri padahal gua mau nonton ajir admin kalau tidak bisa balikin uang gua aja,oil apalah gua udah bayar tapi tidak login ke akun sendiri padahal gua mau nonton ajir admin kalau tidak bisa balikin uang gua aja,"['oil', 'apalah', 'gua', 'udah', 'bayar', 'tapi', 'tidak', 'login', 'ke', 'akun', 'sendiri', 'padahal', 'gua', 'mau', 'nonton', 'ajir', 'admin', 'kalau', 'tidak', 'bisa', 'balikin', 'uang', 'gua', 'aja']","['oil', 'apalah', 'gua', 'udah', 'bayar', 'login', 'akun', 'gua', 'nonton', 'ajir', 'admin', 'balikin', 'uang', 'gua', 'aja']","['oil', 'apa', 'gua', 'udah', 'bayar', 'login', 'akun', 'gua', 'nonton', 'ajir', 'admin', 'balikin', 'uang', 'gua', 'aja']",oil apa gua udah bayar login akun gua nonton ajir admin balikin uang gua aja,Netral
Ga bisa login di matepad Huawei padahal sebelumnya aman2 aja,1,2026-05-03 08:49:37,ga bisa login di matepad huawei padahal sebelumnya aman2 aja,ga bisa login di matepad huawei padahal sebelumnya aman aja,"['ga', 'bisa', 'login', 'di', 'matepad', 'huawei', 'padahal', 'sebelumnya', 'aman', 'aja']","['ga', 'login', 'matepad', 'huawei', 'aman', 'aja']","['ga', 'login', 'matepad', 'huawei', 'aman', 'aja']",ga login matepad huawei aman aja,Netral
"bagus tapi ini tolong dong udah keluar aplikasi kenapa notif film yang sebelumnya di tonton gak bisa hilang, minta lanjut terus gak bisa hilang padahal udah nonton sampai selesai, ngebug ini notifnya, ganggu banget",5,2026-05-02 23:33:38,"bagus tapi ini tolong dong udah keluar aplikasi kenapa notif film yang sebelumnya di tonton gak bisa hilang, minta lanjut terus gak bisa hilang padahal udah nonton sampai selesai, ngebug ini notifnya, ganggu banget",bagus tapi ini tolong dong udah keluar aplikasi kenapa notif film yang sebelumnya di tonton gak bisa hilang minta lanjut terus gak bisa hilang padahal udah nonton sampai selesai ngebug ini notifnya ganggu banget,"['bagus', 'tapi', 'ini', 'tolong', 'dong', 'udah', 'keluar', 'aplikasi', 'kenapa', 'notif', 'film', 'yang', 'sebelumnya', 'di', 'tonton', 'gak', 'bisa', 'hilang', 'minta', 'lanjut', 'terus', 'gak', 'bisa', 'hilang', 'padahal', 'udah', 'nonton', 'sampai', 'selesai', 'ngebug', 'ini', 'notifnya', 'ganggu', 'banget']","['bagus', 'tolong', 'udah', 'aplikasi', 'notif', 'film', 'tonton', 'gak', 'hilang', 'gak', 'hilang', 'udah', 'nonton', 'selesai', 'ngebug', 'notifnya', 'ganggu', 'banget']","['bagus', 'tolong', 'udah', 'aplikasi', 'notif', 'film', 'tonton', 'gak', 'hilang', 'gak', 'hilang', 'udah', 'nonton', 'selesai', 'ngebug', 'notifnya', 'ganggu', 'banget']",bagus tolong udah aplikasi notif film tonton gak hilang gak hilang udah nonton selesai ngebug notifnya ganggu banget,Netral
"sering eror lama lama. tiap mau masuk/ buka apk di handphone mentok di logo netflix diawal sampai berkali kali restart apk. ini apa sih, mana terlanjur perpanjang otomatis pula. sayangnya penilaian di sini gbs upload ss atau record hp biar orang lain ikut liat dan menilai",1,2026-05-02 23:33:13,"sering eror lama lama. tiap mau masuk/ buka apk di handphone mentok di logo netflix diawal sampai berkali kali restart apk. ini apa sih, mana terlanjur perpanjang otomatis pula. sayangnya penilaian di sini gbs upload ss atau record hp biar orang lain ikut liat dan menilai",sering eror lama lama tiap mau masuk buka apk di handphone mentok di logo netflix diawal sampai berkali kali restart apk ini apa sih mana terlanjur perpanjang otomatis pula sayangnya penilaian di sini gbs upload ss atau record hp biar orang lain ikut liat dan menilai,"['sering', 'eror', 'lama', 'lama', 'tiap', 'mau', 'masuk', 'buka', 'apk', 'di', 'handphone', 'mentok', 'di', 'logo', 'netflix', 'diawal', 'sampai', 'berkali', 'kali', 'restart', 'apk', 'ini', 'apa', 'sih', 'mana', 'terlanjur', 'perpanjang', 'otomatis', 'pula', 'sayangnya', 'penilaian', 'di', 'sini', 'gbs', 'upload', 'ss', 'atau', 'record', 'hp', 'biar', 'orang', 'lain', 'ikut', 'liat', 'dan', 'menilai']","['eror', 'masuk', 'buka', 'apk', 'handphone', 'mentok', 'logo', 'netflix', 'diawal', 'berkali', 'kali', 'restart', 'apk', 'sih', 'terlanjur', 'perpanjang', 'otomatis', 'sayangnya', 'penilaian', 'gbs', 'upload', 'ss', 'record', 'hp', 'biar', 'orang', 'liat', 'menilai']","['eror', 'masuk', 'buka', 'apk', 'handphone', 'mentok', 'logo', 'netflix', 'awal', 'kali', 'kali', 'restart', 'apk', 'sih', 'lanjur', 'panjang', 'otomatis', 'sayang', 'nilai', 'gbs', 'upload', 'ss', 'record', 'hp', 'biar', 'orang', 'liat', 'nilai']",eror masuk buka apk handphone mentok logo netflix awal kali kali restart apk sih lanjur panjang otomatis sayang nilai gbs upload ss record hp biar orang liat nilai,Netral
"masa tiba"" saldo saya di tarik langsung buat top up tanpa ada persetujuan bakal di top up apa nggak main ambil saldo aja",1,2026-05-02 22:51:22,"masa tiba"" saldo saya di tarik langsung buat top up tanpa ada persetujuan bakal di top up apa nggak main ambil saldo aja",masa tiba saldo saya di tarik langsung buat top up tanpa ada persetujuan bakal di top up apa nggak main ambil saldo aja,"['masa', 'tiba', 'saldo', 'saya', 'di', 'tarik', 'langsung', 'buat', 'top', 'up', 'tanpa', 'ada', 'persetujuan', 'bakal', 'di', 'top', 'up', 'apa', 'nggak', 'main', 'ambil', 'saldo', 'aja']","['saldo', 'tarik', 'langsung', 'top', 'up', 'persetujuan', 'top', 'up', 'nggak', 'main', 'ambil', 'saldo', 'aja']","['saldo', 'tarik', 'langsung', 'top', 'up', 'tuju', 'top', 'up', 'nggak', 'main', 'ambil', 'saldo', 'aja']",saldo tarik langsung top up tuju top up nggak main ambil saldo aja,Positif
aplikasi buruk,1,2026-05-02 22:44:59,aplikasi buruk,aplikasi buruk,"['aplikasi', 'buruk']","['aplikasi', 'buruk']","['aplikasi', 'buruk']",aplikasi buruk,Netral
ga ada satupun film yang bisa di putar,1,2026-05-02 21:25:23,ga ada satupun film yang bisa di putar,ga ada satupun film yang bisa di putar,"['ga', 'ada', 'satupun', 'film', 'yang', 'bisa', 'di', 'putar']","['ga', 'satupun', 'film', 'putar']","['ga', 'satu', 'film', 'putar']",ga satu film putar,Netral
eps 29 terikat janji kenapa gak bisa di putar ???? netflix nih sering eror ih,1,2026-05-02 20:05:39,eps 29 terikat janji kenapa gak bisa di putar ???? netflix nih sering eror ih,eps terikat janji kenapa gak bisa di putar netflix nih sering eror ih,"['eps', 'terikat', 'janji', 'kenapa', 'gak', 'bisa', 'di', 'putar', 'netflix', 'nih', 'sering', 'eror', 'ih']","['eps', 'terikat', 'janji', 'gak', 'putar', 'netflix', 'nih', 'eror', 'ih']","['eps', 'ikat', 'janji', 'gak', 'putar', 'netflix', 'nih', 'eror', 'ih']",eps ikat janji gak putar netflix nih eror ih,Netral
"masa ngelag Mulu si padahal jaringan bagus loding Mulu gj gj, udh download lagi masih sama loding mulu",1,2026-05-02 18:00:24,"masa ngelag mulu si padahal jaringan bagus loding mulu gj gj, udh download lagi masih sama loding mulu",masa ngelag mulu si padahal jaringan bagus loding mulu gj gj udh download lagi masih sama loding mulu,"['masa', 'ngelag', 'mulu', 'si', 'padahal', 'jaringan', 'bagus', 'loding', 'mulu', 'gj', 'gj', 'udh', 'download', 'lagi', 'masih', 'sama', 'loding', 'mulu']","['ngelag', 'mulu', 'si', 'jaringan', 'bagus', 'loding', 'mulu', 'gj', 'gj', 'udh', 'download', 'loding', 'mulu']","['ngelag', 'mulu', 'si', 'jaring', 'bagus', 'loding', 'mulu', 'gj', 'gj', 'udh', 'download', 'loding', 'mulu']",ngelag mulu si jaring bagus loding mulu gj gj udh download loding mulu,Netral
kenapa sh akhir akhir ini sebel dah ga bisa Mulu mau masuk tuh anehh pliss lah perbaiki,1,2026-05-02 17:50:36,kenapa sh akhir akhir ini sebel dah ga bisa mulu mau masuk tuh anehh pliss lah perbaiki,kenapa sh akhir akhir ini sebel dah ga bisa mulu mau masuk tuh anehh pliss lah perbaiki,"['kenapa', 'sh', 'akhir', 'akhir', 'ini', 'sebel', 'dah', 'ga', 'bisa', 'mulu', 'mau', 'masuk', 'tuh', 'anehh', 'pliss', 'lah', 'perbaiki']","['sh', 'sebel', 'dah', 'ga', 'mulu', 'masuk', 'tuh', 'anehh', 'pliss', 'perbaiki']","['sh', 'sebel', 'dah', 'ga', 'mulu', 'masuk', 'tuh', 'anehh', 'pliss', 'baik']",sh sebel dah ga mulu masuk tuh anehh pliss baik,Netral
kok isinya anak anak semua sih,1,2026-05-02 17:45:24,kok isinya anak anak semua sih,kok isinya anak anak semua sih,"['kok', 'isinya', 'anak', 'anak', 'semua', 'sih']","['isinya', 'anak', 'anak', 'sih']","['isi', 'anak', 'anak', 'sih']",isi anak anak sih,Netral
"Udah bagus aplikasinya, banyak banget pilihan tontonan dari mulai barat sampai ke Indonesia. menurutku ini cocok sih buat orang yang baru mau nyoba langganan aplikasi streaming kayak gini.... lalu Netflix juga menyediakan serial The Walking Dead yang aku suka, namun aku punya request; tambahkan TwD: The one who live, TwD: Daryl Dixon, dan TwD: Dead city. soalnya aku udah mau tamat dan pengen nonton lanjutannya, namun di Netflix tidak menyediakan ini. kalo di suruh nilai aku kasih 8.9/10!",5,2026-05-02 16:11:12,"udah bagus aplikasinya, banyak banget pilihan tontonan dari mulai barat sampai ke indonesia. menurutku ini cocok sih buat orang yang baru mau nyoba langganan aplikasi streaming kayak gini.... lalu netflix juga menyediakan serial the walking dead yang aku suka, namun aku punya request; tambahkan twd: the one who live, twd: daryl dixon, dan twd: dead city. soalnya aku udah mau tamat dan pengen nonton lanjutannya, namun di netflix tidak menyediakan ini. kalo di suruh nilai aku kasih 8.9/10!",udah bagus aplikasinya banyak banget pilihan tontonan dari mulai barat sampai ke indonesia menurutku ini cocok sih buat orang yang baru mau nyoba langganan aplikasi streaming kayak gini lalu netflix juga menyediakan serial the walking dead yang aku suka namun aku punya request tambahkan twd the one who live twd daryl dixon dan twd dead city soalnya aku udah mau tamat dan pengen nonton lanjutannya namun di netflix tidak menyediakan ini kalo di suruh nilai aku kasih,"['udah', 'bagus', 'aplikasinya', 'banyak', 'banget', 'pilihan', 'tontonan', 'dari', 'mulai', 'barat', 'sampai', 'ke', 'indonesia', 'menurutku', 'ini', 'cocok', 'sih', 'buat', 'orang', 'yang', 'baru', 'mau', 'nyoba', 'langganan', 'aplikasi', 'streaming', 'kayak', 'gini', 'lalu', 'netflix', 'juga', 'menyediakan', 'serial', 'the', 'walking', 'dead', 'yang', 'aku', 'suka', 'namun', 'aku', 'punya', 'request', 'tambahkan', 'twd', 'the', 'one', 'who', 'live', 'twd', 'daryl', 'dixon', 'dan', 'twd', 'dead', 'city', 'soalnya', 'aku', 'udah', 'mau', 'tamat', 'dan', 'pengen', 'nonton', 'lanjutannya', 'namun', 'di', 'netflix', 'tidak', 'menyediakan', 'ini', 'kalo', 'di', 'suruh', 'nilai', 'aku', 'kasih']","['udah', 'bagus', 'aplikasinya', 'banget', 'pilihan', 'tontonan', 'barat', 'indonesia', 'menurutku', 'cocok', 'sih', 'orang', 'nyoba', 'langganan', 'aplikasi', 'streaming', 'kayak', 'gini', 'netflix', 'menyediakan', 'serial', 'the', 'walking', 'dead', 'suka', 'request', 'tambahkan', 'twd', 'the', 'one', 'who', 'live', 'twd', 'daryl', 'dixon', 'twd', 'dead', 'city', 'udah', 'tamat', 'pengen', 'nonton', 'lanjutannya', 'netflix', 'menyediakan', 'kalo', 'suruh', 'nilai', 'kasih']","['udah', 'bagus', 'aplikasi', 'banget', 'pilih', 'tonton', 'barat', 'indonesia', 'turut', 'cocok', 'sih', 'orang', 'nyoba', 'langgan', 'aplikasi', 'streaming', 'kayak', 'gin', 'netflix', 'sedia', 'serial', 'the', 'walking', 'dead', 'suka', 'request', 'tambah', 'twd', 'the', 'one', 'who', 'live', 'twd', 'daryl', 'dixon', 'twd', 'dead', 'city', 'udah', 'tamat', 'ken', 'nonton', 'lanjut', 'netflix', 'sedia', 'kalo', 'suruh', 'nilai', 'kasih']",udah bagus aplikasi banget pilih tonton barat indonesia turut cocok sih orang nyoba langgan aplikasi streaming kayak gin netflix sedia serial the walking dead suka request tambah twd the one who live twd daryl dixon twd dead city udah tamat ken nonton lanjut netflix sedia kalo suruh nilai kasih,Negatif
